0.3333 ,0.5313 ,0.3125 ,0.5469 ,0.3125 ,0.5938 ,0.5417 ,0.4844 ,0.5625 ,0.6719 ,0.3542 ,0.2344 ,0.4583 ,0.3750 ,0.4375 ,0.2500 
0.3333 ,0.5313 ,0.3125 ,0.5469 ,0.3125 ,0.5938 ,0.5417 ,0.4844 ,0.5625 ,0.6719 ,0.3542 ,0.2344 ,0.4583 ,0.3750 ,0.4375 ,0.2500 
0.3333 ,0.5313 ,0.3125 ,0.5469 ,0.3125 ,0.5938 ,0.5417 ,0.4844 ,0.5625 ,0.6719 ,0.3542 ,0.2344 ,0.4583 ,0.3750 ,0.4375 ,0.2500 
0.3333 ,0.5313 ,0.3125 ,0.5469 ,0.3125 ,0.5938 ,0.5417 ,0.4844 ,0.5625 ,0.6719 ,0.3542 ,0.2188 ,0.4583 ,0.3750 ,0.4375 ,0.2500 
0.3333 ,0.5313 ,0.3125 ,0.5469 ,0.3125 ,0.5938 ,0.5417 ,0.4844 ,0.5625 ,0.6719 ,0.3542 ,0.2188 ,0.4583 ,0.3750 ,0.4375 ,0.2500 
0.3333 ,0.5156 ,0.3125 ,0.5313 ,0.3333 ,0.5781 ,0.5417 ,0.4844 ,0.5625 ,0.6719 ,0.3333 ,0.1875 ,0.4375 ,0.3594 ,0.4167 ,0.2344 
0.3333 ,0.5156 ,0.3125 ,0.5313 ,0.3333 ,0.5781 ,0.5417 ,0.4844 ,0.5625 ,0.6719 ,0.3333 ,0.1875 ,0.4375 ,0.3594 ,0.4167 ,0.2344 
0.3333 ,0.5156 ,0.3125 ,0.5313 ,0.3333 ,0.5781 ,0.5417 ,0.4844 ,0.5625 ,0.6719 ,0.3333 ,0.1875 ,0.4375 ,0.3594 ,0.4167 ,0.2344 
0.3542 ,0.5156 ,0.3125 ,0.5313 ,0.3333 ,0.5781 ,0.5417 ,0.4844 ,0.5625 ,0.6719 ,0.3333 ,0.1719 ,0.4792 ,0.3594 ,0.4583 ,0.2344 
0.0208 ,0.2188 ,0.0833 ,0.2344 ,0.0000 ,0.1719 ,0.5417 ,0.4844 ,0.0625 ,0.2188 ,0.0000 ,0.1719 ,0.0000 ,0.1719 ,0.0000 ,0.2031 
0.3542 ,0.5156 ,0.3125 ,0.5313 ,0.3333 ,0.5781 ,0.5417 ,0.4688 ,0.5625 ,0.6719 ,0.3333 ,0.1875 ,0.4583 ,0.3594 ,0.4375 ,0.2500 
0.3542 ,0.5156 ,0.3125 ,0.5313 ,0.3333 ,0.5781 ,0.5417 ,0.4844 ,0.5625 ,0.6719 ,0.3333 ,0.1875 ,0.4583 ,0.3594 ,0.4375 ,0.2500 
0.3542 ,0.5313 ,0.3125 ,0.5469 ,0.3333 ,0.5938 ,0.5417 ,0.4688 ,0.5625 ,0.6719 ,0.3333 ,0.2031 ,0.4583 ,0.3594 ,0.4375 ,0.2656 
0.3542 ,0.5313 ,0.3125 ,0.5469 ,0.3333 ,0.5938 ,0.5417 ,0.4688 ,0.5625 ,0.6719 ,0.3333 ,0.2031 ,0.4583 ,0.3594 ,0.4375 ,0.2656 
0.3542 ,0.5313 ,0.3125 ,0.5469 ,0.3333 ,0.5938 ,0.5417 ,0.4688 ,0.5625 ,0.6719 ,0.3333 ,0.2031 ,0.4583 ,0.3594 ,0.4375 ,0.2656 
0.3542 ,0.5313 ,0.3333 ,0.5469 ,0.3333 ,0.5938 ,0.5417 ,0.4688 ,0.5625 ,0.6563 ,0.3333 ,0.1875 ,0.4583 ,0.3594 ,0.4167 ,0.2500 
0.3542 ,0.5313 ,0.3333 ,0.5469 ,0.3333 ,0.5938 ,0.5417 ,0.4688 ,0.5625 ,0.6563 ,0.3333 ,0.1719 ,0.4583 ,0.3750 ,0.4167 ,0.2500 
0.3750 ,0.5156 ,0.3333 ,0.5313 ,0.3542 ,0.5938 ,0.5417 ,0.4688 ,0.5625 ,0.6563 ,0.3333 ,0.1875 ,0.4792 ,0.3750 ,0.4375 ,0.2656 
0.3750 ,0.5156 ,0.3333 ,0.5313 ,0.3333 ,0.5781 ,0.5417 ,0.4688 ,0.5625 ,0.6563 ,0.3333 ,0.1875 ,0.4792 ,0.3750 ,0.4375 ,0.2500 
0.3542 ,0.5156 ,0.3333 ,0.5313 ,0.3333 ,0.5938 ,0.5417 ,0.4688 ,0.5625 ,0.6563 ,0.3333 ,0.1875 ,0.4792 ,0.3594 ,0.4375 ,0.2500 
0.3750 ,0.5156 ,0.3333 ,0.5313 ,0.3333 ,0.5781 ,0.5417 ,0.4688 ,0.5625 ,0.6563 ,0.3333 ,0.1875 ,0.4792 ,0.3594 ,0.4375 ,0.2500 
0.3750 ,0.5156 ,0.3333 ,0.5313 ,0.3333 ,0.5938 ,0.5417 ,0.4688 ,0.5625 ,0.6563 ,0.3333 ,0.1875 ,0.4792 ,0.3594 ,0.4375 ,0.2500 
0.3750 ,0.5156 ,0.3333 ,0.5313 ,0.3333 ,0.5781 ,0.5417 ,0.4688 ,0.5625 ,0.6563 ,0.3125 ,0.1875 ,0.4792 ,0.3594 ,0.4375 ,0.2500 
0.3750 ,0.5156 ,0.3333 ,0.5313 ,0.3333 ,0.5781 ,0.5417 ,0.4688 ,0.5625 ,0.6563 ,0.3125 ,0.1875 ,0.4792 ,0.3594 ,0.4375 ,0.2344 
0.3750 ,0.5156 ,0.3333 ,0.5313 ,0.3333 ,0.5781 ,0.5417 ,0.4688 ,0.5625 ,0.6563 ,0.3333 ,0.1875 ,0.4792 ,0.3594 ,0.4583 ,0.2344 
0.3750 ,0.5156 ,0.3333 ,0.5313 ,0.3333 ,0.5781 ,0.5417 ,0.4688 ,0.5625 ,0.6563 ,0.3333 ,0.1875 ,0.4792 ,0.3594 ,0.4583 ,0.2344 
0.3750 ,0.5156 ,0.3333 ,0.5313 ,0.3333 ,0.5781 ,0.5417 ,0.4844 ,0.5625 ,0.6719 ,0.3125 ,0.1719 ,0.4792 ,0.3438 ,0.4583 ,0.2188 
0.3542 ,0.5000 ,0.3125 ,0.5313 ,0.3333 ,0.5781 ,0.5417 ,0.4844 ,0.5833 ,0.6719 ,0.3333 ,0.1719 ,0.4792 ,0.3438 ,0.4792 ,0.2031 
0.3542 ,0.5000 ,0.3125 ,0.5156 ,0.3333 ,0.5781 ,0.5417 ,0.4688 ,0.5625 ,0.6719 ,0.3333 ,0.1875 ,0.5000 ,0.3281 ,0.4792 ,0.1875 
0.0208 ,0.2344 ,0.0833 ,0.2656 ,0.3333 ,0.5625 ,0.5625 ,0.4688 ,0.0625 ,0.2344 ,0.0000 ,0.1719 ,0.0000 ,0.1719 ,0.0000 ,0.2031 
0.3333 ,0.5000 ,0.2917 ,0.5156 ,0.3125 ,0.5625 ,0.5417 ,0.4844 ,0.5833 ,0.6563 ,0.3333 ,0.1875 ,0.5000 ,0.3281 ,0.4792 ,0.1875 
0.3333 ,0.5000 ,0.2917 ,0.5156 ,0.3125 ,0.5625 ,0.5417 ,0.4844 ,0.5833 ,0.6563 ,0.3333 ,0.1875 ,0.5000 ,0.3281 ,0.4792 ,0.1875 
0.3125 ,0.5000 ,0.2708 ,0.5156 ,0.2917 ,0.5625 ,0.5625 ,0.4844 ,0.5833 ,0.6563 ,0.3333 ,0.1875 ,0.4792 ,0.3594 ,0.4792 ,0.1875 
0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000
0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000
0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000,	0.0000
